,clean
259,"diesel,AUTOMATIC,rear wheel drive,Diesel,Luxury,Large,Sedan,Mercedes-Benz 350-Class"
260,"regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z"
261,"regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z"
262,"regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 350Z"
263,"regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 350Z"
264,"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 350Z"
265,"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 350Z"
266,"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z"
267,"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z"
268,"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 350Z"
269,"regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 350Z"
270,"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z"
271,"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 350Z"
272,"regular unleaded,MANUAL,rear wheel drive,Factory Tuner,High-Performance,Compact,Coupe,Nissan 350Z"
273,"regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z"
274,"regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 350Z"
275,"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z"
276,"regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z"
277,"regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 350Z"
278,"regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z"
279,"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z"
280,"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 350Z"
281,"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z"
282,"regular unleaded,MANUAL,rear wheel drive,Factory Tuner,High-Performance,Compact,Coupe,Nissan 350Z"
283,"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 350Z"
284,"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 350Z"
285,"regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 350Z"
286,"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 350Z"
287,"regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z"
288,"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z"
289,"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z"
290,"regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z"
291,"regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z"
292,"regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z"
293,"regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 350Z"
294,"premium unleaded (required),MANUAL,rear wheel drive,Exotic,High-Performance,Compact,Convertible,Ferrari 360"
295,"premium unleaded (required),MANUAL,rear wheel drive,Exotic,High-Performance,Compact,Coupe,Ferrari 360"
296,"premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,Exotic,High-Performance,Compact,Coupe,Ferrari 360"
297,"premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,Exotic,High-Performance,Compact,Convertible,Ferrari 360"
298,"premium unleaded (required),MANUAL,rear wheel drive,Exotic,High-Performance,Compact,Convertible,Ferrari 360"
299,"premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,Exotic,High-Performance,Compact,Coupe,Ferrari 360"
300,"premium unleaded (required),MANUAL,rear wheel drive,Exotic,High-Performance,Compact,Coupe,Ferrari 360"
301,"premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,Exotic,High-Performance,Compact,Convertible,Ferrari 360"
302,"premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,Exotic,High-Performance,Compact,Coupe,Ferrari 360"
303,"premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,Exotic,Factory Tuner,High-Performance,Compact,Coupe,Ferrari 360"
304,"premium unleaded (required),MANUAL,rear wheel drive,Exotic,High-Performance,Compact,Coupe,Ferrari 360"
305,"premium unleaded (required),MANUAL,rear wheel drive,Exotic,High-Performance,Compact,Convertible,Ferrari 360"
306,"premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,Exotic,High-Performance,Compact,Convertible,Ferrari 360"
307,"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,High-Performance,Compact,Coupe,Nissan 370Z"
308,"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Convertible,Nissan 370Z"
309,"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z"
310,"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 370Z"
311,"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z"
312,"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z"
313,"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z"
314,"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 370Z"
315,"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z"
316,"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z"
317,"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 370Z"
318,"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Convertible,Nissan 370Z"
319,"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z"
320,"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,High-Performance,Compact,Coupe,Nissan 370Z"
321,"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,High-Performance,Compact,Coupe,Nissan 370Z"
322,"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z"
323,"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,High-Performance,Compact,Coupe,Nissan 370Z"
324,"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 370Z"
325,"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Convertible,Nissan 370Z"
326,"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,High-Performance,Compact,Coupe,Nissan 370Z"
327,"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z"
328,"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z"
329,"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,High-Performance,Compact,Coupe,Nissan 370Z"
330,"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z"
331,"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Convertible,Nissan 370Z"
332,"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,High-Performance,Compact,Coupe,Nissan 370Z"
333,"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z"
334,"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 370Z"
335,"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,High-Performance,Compact,Coupe,Nissan 370Z"
336,"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 370Z"
337,"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z"
338,"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z"
339,"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z"
340,"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z"
341,"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z"
342,"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z"
343,"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z"
344,"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z"
345,"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,High-Performance,Compact,Coupe,Nissan 370Z"
346,"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,High-Performance,Compact,Coupe,Nissan 370Z"
347,"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Convertible,Nissan 370Z"
348,"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z"
349,"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Convertible,Nissan 370Z"
350,"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z"
351,"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 370Z"
352,"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 370Z"
353,"premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z"
354,"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,Nissan 370Z"
355,"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,High-Performance,Compact,Coupe,Nissan 370Z"
356,"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,High-Performance,Compact,Coupe,Nissan 370Z"
357,"premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,Nissan 370Z"
358,"regular unleaded,MANUAL,front wheel drive,Performance,Compact,Sedan,Mazda 3"
359,"regular unleaded,AUTOMATIC,front wheel drive,Performance,Compact,Sedan,Mazda 3"
360,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Sedan,Mazda 3"
361,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Sedan,Mazda 3"
362,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Sedan,Mazda 3"
363,"regular unleaded,MANUAL,front wheel drive,Performance,Compact,Sedan,Mazda 3"
364,"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Performance,Compact,4dr Hatchback,Mazda 3"
365,"regular unleaded,AUTOMATIC,front wheel drive,Performance,Compact,Sedan,Mazda 3"
366,"regular unleaded,MANUAL,front wheel drive,Hatchback,Performance,Compact,4dr Hatchback,Mazda 3"
367,"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,Mazda 3"
368,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Sedan,Mazda 3"
369,"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,Mazda 3"
370,"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,Mazda 3"
371,"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,Mazda 3"
372,"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,Mazda 3"
373,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Sedan,Mazda 3"
374,"regular unleaded,MANUAL,front wheel drive,Hatchback,Performance,Compact,4dr Hatchback,Mazda 3"
375,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Sedan,Mazda 3"
376,"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,Mazda 3"
377,"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Performance,Compact,4dr Hatchback,Mazda 3"
378,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Sedan,Mazda 3"
379,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Sedan,Mazda 3"
380,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Sedan,Mazda 3"
381,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Sedan,Mazda 3"
382,"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Performance,Compact,4dr Hatchback,Mazda 3"
383,"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,Mazda 3"
384,"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,Mazda 3"
385,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Sedan,Mazda 3"
386,"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,Mazda 3"
387,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Sedan,Mazda 3"
388,"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Performance,Compact,4dr Hatchback,Mazda 3"
389,"regular unleaded,MANUAL,front wheel drive,Performance,Compact,Sedan,Mazda 3"
390,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Sedan,Mazda 3"
391,"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,Mazda 3"
392,"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,Mazda 3"
393,"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,Mazda 3"
394,"regular unleaded,AUTOMATIC,front wheel drive,Performance,Compact,Sedan,Mazda 3"
395,"regular unleaded,MANUAL,front wheel drive,nan,Compact,Sedan,Mazda 3"
396,"regular unleaded,MANUAL,front wheel drive,Hatchback,Performance,Compact,4dr Hatchback,Mazda 3"
397,"regular unleaded,AUTOMATIC,front wheel drive,Performance,Compact,Sedan,Mazda 3"
398,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Mazda 3"
399,"regular unleaded,MANUAL,front wheel drive,nan,Midsize,Sedan,Mazda 3"
400,"regular unleaded,MANUAL,front wheel drive,Performance,Midsize,Sedan,Mazda 3"
401,"regular unleaded,AUTOMATIC,front wheel drive,Performance,Midsize,Sedan,Mazda 3"
402,"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,Mazda 3"
403,"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Performance,Compact,4dr Hatchback,Mazda 3"
404,"regular unleaded,MANUAL,front wheel drive,Hatchback,Performance,Compact,4dr Hatchback,Mazda 3"
405,"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,Mazda 3"
406,"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Performance,Compact,4dr Hatchback,Mazda 3"
407,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Mazda 3"
408,"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,Mazda 3"
409,"regular unleaded,MANUAL,front wheel drive,Hatchback,Performance,Compact,4dr Hatchback,Mazda 3"
410,"regular unleaded,MANUAL,front wheel drive,nan,Midsize,Sedan,Mazda 3"
411,"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,BMW 4 Series Gran Coupe"
412,"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Midsize,Sedan,BMW 4 Series Gran Coupe"
413,"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Midsize,Sedan,BMW 4 Series Gran Coupe"
414,"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,BMW 4 Series Gran Coupe"
415,"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Performance,Midsize,Sedan,BMW 4 Series Gran Coupe"
416,"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Sedan,BMW 4 Series Gran Coupe"
417,"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,BMW 4 Series Gran Coupe"
418,"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Sedan,BMW 4 Series Gran Coupe"
419,"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Performance,Midsize,Sedan,BMW 4 Series Gran Coupe"
420,"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Midsize,Sedan,BMW 4 Series Gran Coupe"
421,"premium unleaded (recommended),AUTOMATIC,rear wheel drive,Luxury,High-Performance,Midsize,Sedan,BMW 4 Series Gran Coupe"
422,"premium unleaded (recommended),AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Sedan,BMW 4 Series Gran Coupe"
423,"premium unleaded (recommended),AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,BMW 4 Series Gran Coupe"
424,"premium unleaded (recommended),AUTOMATIC,rear wheel drive,Luxury,Performance,Midsize,Sedan,BMW 4 Series Gran Coupe"
425,"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Convertible,BMW 4 Series"
426,"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Performance,Midsize,Coupe,BMW 4 Series"
427,"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Midsize,Convertible,BMW 4 Series"
428,"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Midsize,Coupe,BMW 4 Series"
429,"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Midsize,Convertible,BMW 4 Series"
430,"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Coupe,BMW 4 Series"
431,"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Midsize,Coupe,BMW 4 Series"
432,"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Midsize,Convertible,BMW 4 Series"
433,"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Performance,Midsize,Coupe,BMW 4 Series"
434,"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Performance,Midsize,Convertible,BMW 4 Series"
435,"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Midsize,Convertible,BMW 4 Series"
436,"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Performance,Midsize,Coupe,BMW 4 Series"
437,"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Midsize,Convertible,BMW 4 Series"
438,"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Midsize,Convertible,BMW 4 Series"
439,"premium unleaded (required),MANUAL,rear wheel drive,Luxury,Performance,Midsize,Coupe,BMW 4 Series"
440,"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Coupe,BMW 4 Series"
441,"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Performance,Midsize,Coupe,BMW 4 Series"
442,"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Convertible,BMW 4 Series"
443,"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Midsize,Coupe,BMW 4 Series"
444,"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Performance,Midsize,Coupe,BMW 4 Series"
445,"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Performance,Midsize,Convertible,BMW 4 Series"
446,"premium unleaded (recommended),AUTOMATIC,rear wheel drive,Luxury,Midsize,Convertible,BMW 4 Series"
447,"premium unleaded (recommended),AUTOMATIC,all wheel drive,Luxury,Midsize,Convertible,BMW 4 Series"
448,"premium unleaded (recommended),AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Coupe,BMW 4 Series"
449,"premium unleaded (recommended),AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Coupe,BMW 4 Series"
450,"premium unleaded (recommended),AUTOMATIC,rear wheel drive,Luxury,Performance,Midsize,Coupe,BMW 4 Series"
451,"premium unleaded (recommended),AUTOMATIC,all wheel drive,Luxury,Performance,Midsize,Convertible,BMW 4 Series"
452,"premium unleaded (recommended),AUTOMATIC,rear wheel drive,Luxury,Performance,Midsize,Convertible,BMW 4 Series"
453,"premium unleaded (recommended),AUTOMATIC,rear wheel drive,Luxury,Performance,Midsize,Coupe,BMW 4 Series"
454,"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Performance,Midsize,Sedan,Mercedes-Benz 400-Class"
455,"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Large,Sedan,Mercedes-Benz 400-Class"
456,"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Performance,Midsize,Sedan,Mercedes-Benz 400-Class"
457,"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Large,Sedan,Mercedes-Benz 400-Class"
458,"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Large,Sedan,Mercedes-Benz 420-Class"
459,"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Large,Sedan,Mercedes-Benz 420-Class"
460,"premium unleaded (required),AUTOMATIC,rear wheel drive,Exotic,High-Performance,Compact,Coupe,Ferrari 456M"
461,"premium unleaded (required),MANUAL,rear wheel drive,Exotic,High-Performance,Compact,Coupe,Ferrari 456M"
462,"premium unleaded (required),AUTOMATIC,rear wheel drive,Exotic,High-Performance,Compact,Coupe,Ferrari 456M"
463,"premium unleaded (required),MANUAL,rear wheel drive,Exotic,High-Performance,Compact,Coupe,Ferrari 456M"
464,"premium unleaded (required),AUTOMATIC,rear wheel drive,Exotic,High-Performance,Compact,Coupe,Ferrari 456M"
